Movie_ID,Title,Genre,Release_Year,Duration,Rating,IMDb_Rating,Votes,Director,Country,Language,Budget,Revenue,Date_Added,Age_Rating,Cast,Production_House
NF2285,My Hero Academia World Heroes Mission,Documentary,2003,101,4.8,7.7,951709,,United States,Hindi,23180997.0,,2024-07-16,TV-14,"Adam Driver, Meryl Streep, Scarlett Johansson",20th Century Studios
NF1284,Raya And The Last Dragon,Sci-Fi,2008,97,8.1,8.5,329744,Ridley Scott,Japan,Hindi,68944467.0,973266389.0,2024-08-08,NC-17,"Florence Pugh, Natalie Portman",20th Century Studios
NF2414,Collective,Action,1991,156,6.7,6.2,425650,Quentin Tarantino,Germany,German,227332187.0,466255193.0,2021-10-23,R,,Universal Pictures
NF2012,Gladiator,Sci-Fi,2003,200,6.8,4.3,311671,Tim Burton,Japan,Italian,231253955.0,770901706.0,2023-12-22,PG,"Ana de Armas, Zendaya, Chris Evans, Lupita Nyong'o",Marvel Studios
NF9725,Emily In Paris,Comedy,2000,95,6.0,5.4,1305709,Darren Aronofsky,South Korea,Japanese,,1284141267.0,2020-10-02,NC-17,"Cate Blanchett, Dwayne Johnson, Oscar Isaac",Netflix Originals
NF2746,Last Night In Soho,Horror,2017,163,6.2,6.8,374902,Darren Aronofsky,Italy,Hindi,208321249.0,1580180748.0,2017-11-04,TV-PG,"Jodie Foster, Angelina Jolie, Will Smith, Timothée Chalamet",Pixar Animation Studios
NF1663,The Kissing Booth 3,Animation,2002,149,9.5,6.2,565510,,Germany,Korean,90168429.0,988567338.0,2020-11-10,G,"Robert De Niro, Adam Driver, Oscar Isaac, Florence Pugh",Universal Pictures
NF1478,The Lord Of The Rings: The Return Of The King,Sci-Fi,2019,137,7.7,8.5,1451120,Quentin Tarantino,Italy,German,182203175.0,628358384.0,2020-02-09,TV-14,"Brad Pitt, Scarlett Johansson",Paramount Pictures
NF7510,Luca,Documentary,1990,137,7.1,9.6,221632,J.J. Abrams,India,Korean,176268227.0,1307836271.0,2022-06-01,PG-13,,Lionsgate
NF5412,Free Guy,Crime,2013,71,5.6,6.7,1960765,Christopher Nolan,South Korea,Italian,37259640.0,1855566532.0,2023-05-23,TV-PG,"Will Smith, Scarlett Johansson",DreamWorks Animation
NF6982,There Will Be Blood,Adventure,2017,183,9.5,6.3,1843898,David Lynch,Japan,English,,,2023-07-09,PG,"Scarlett Johansson, Viola Davis",Netflix Originals
NF3073,To All The Boys Always And Forever,Thriller,1998,99,9.0,6.2,559351,Wes Anderson,Japan,Italian,134728844.0,1644606006.0,2016-11-04,PG,"Julia Roberts, Florence Pugh",20th Century Studios
NF1668,Collective,Adventure,2011,123,7.6,3.1,162846,Sam Raimi,United Kingdom,Korean,214004312.0,1133150486.0,2019-09-11,NC-17,"Oscar Isaac, Adam Driver, Denzel Washington",Lionsgate
NF6002,Otherhood,Comedy,2000,117,9.3,5.9,1024666,Stanley Kubrick,France,English,157040515.0,,2018-08-04,G,"Ryan Reynolds, Scarlett Johansson, Jodie Foster, Morgan Freeman",Walt Disney Pictures
NF1194,The Green Mile,Comedy,2003,191,7.0,8.5,180194,Wes Anderson,Japan,Japanese,229460444.0,804762486.0,2017-10-28,G,"Viola Davis, Charlize Theron, Scarlett Johansson",Marvel Studios
NF1684,Eurovision Song Contest,Drama,2007,109,7.2,3.6,1296526,,South Korea,English,25643740.0,551390880.0,2022-03-20,TV-MA,"Natalie Portman, Al Pacino, Chris Evans",Netflix Originals
NF9946,Hell Or High Water,Crime,1997,71,6.4,6.2,1759189,Peter Jackson,India,French,209063243.0,492672699.0,2017-09-05,TV-MA,"Michael B. Jordan, Robert Downey Jr.",New Line Cinema
NF9152,Forrest Gump,Documentary,1997,74,6.6,6.2,684399,Chloé Zhao,India,Hindi,8324420.0,289159455.0,2019-07-22,NR,"Pedro Pascal, Robert Downey Jr., Denzel Washington, Will Smith",Universal Pictures
NF7109,Those Who Wish Me Dead,Comedy,2004,137,4.4,8.7,591489,Akira Kurosawa,Italy,English,244332165.0,1587058749.0,2017-08-16,PG-13,"Denzel Washington, Dwayne Johnson, Ana de Armas",Lionsgate
NF6210,Gladiator,Crime,2012,106,9.4,6.3,1028619,Steven Spielberg,Germany,German,683474.0,1318944379.0,2018-03-11,TV-MA,"Tom Hanks, Morgan Freeman",Columbia Pictures
NF8086,The Prestige,Thriller,2011,137,8.7,7.9,148165,Spike Lee,Japan,English,130622381.0,1505697826.0,2022-02-25,TV-14,"Sandra Bullock, Leonardo DiCaprio, Lupita Nyong'o, Michael B. Jordan",DC Films
NF6378,The Little Things,Comedy,2007,183,7.4,6.2,463858,,Japan,Hindi,42033800.0,1628683008.0,2021-11-24,PG-13,"Adam Driver, Ana de Armas, Will Smith",Paramount Pictures
NF3610,Attica,Drama,1996,137,4.1,6.2,1647779,Sofia Coppola,Italy,English,198609901.0,1826057728.0,2020-09-01,NC-17,"Dwayne Johnson, Margot Robbie",Focus Features
NF7563,The Starling,Horror,1995,137,7.8,7.6,1912121,Stanley Kubrick,United States,Italian,35581397.0,1421742068.0,2016-12-20,G,"Cate Blanchett, Lupita Nyong'o",Walt Disney Pictures
NF1454,Moonlight,Romance,2018,124,4.5,7.5,1857428,Christopher Nolan,India,Spanish,222519228.0,1184659697.0,2024-03-28,NC-17,"Leonardo DiCaprio, Zendaya",DreamWorks Animation
NF6865,Ron'S Gone Wrong,Comedy,2019,181,5.3,7.1,841379,Billy Wilder,Germany,French,72806036.0,860704347.0,2024-01-06,NC-17,"Sandra Bullock, Al Pacino, Charlize Theron, Denzel Washington",HBO Films
NF1981,American History X,Sci-Fi,2017,132,8.9,6.2,1826382,James Gunn,United States,Japanese,238279192.0,,2020-01-02,PG,"Lupita Nyong'o, Viola Davis, Scarlett Johansson",20th Century Studios
NF8122,The Suicide Squad,Documentary,1997,176,6.3,5.9,1170629,Jane Campion,India,English,885201.0,598062887.0,2019-01-02,TV-14,,Pixar Animation Studios
NF6176,Attica,Sci-Fi,1998,124,7.0,8.4,1024666,James Gunn,Japan,English,,988779568.0,2016-05-20,R,"Timothée Chalamet, Tom Hanks, Chris Evans, Zendaya",DreamWorks Animation
NF2764,Halloween Kills,Horror,1998,90,8.0,6.2,1856454,Tim Burton,United States,French,18153324.0,894091846.0,2020-12-19,TV-MA,"Dwayne Johnson, Will Smith, Timothée Chalamet, Tom Hanks",Warner Bros.
NF1407,A Boy Called Christmas,Animation,1994,130,8.3,7.2,546686,Ryan Coogler,Germany,Italian,36069535.0,947781377.0,2016-06-09,PG-13,"Robert De Niro, Jodie Foster, Natalie Portman",Warner Bros.
NF7713,Schindler'S List,Fantasy,2006,197,7.9,6.2,29460,Stanley Kubrick,Japan,Hindi,211912946.0,107654798.0,2015-01-03,PG-13,"Oscar Isaac, Angelina Jolie",Netflix Originals
NF6668,Catch Me If You Can,Documentary,2001,72,5.1,5.2,1920686,Stanley Kubrick,United States,Hindi,172748068.0,94411863.0,2019-05-21,G,"Pedro Pascal, Ana de Armas, Oscar Isaac, Julia Roberts",Pixar Animation Studios
NF4692,Outer Banks,Animation,2016,104,5.8,6.2,778305,James Cameron,Germany,English,162895248.0,1876185649.0,2016-04-26,NR,"Pedro Pascal, Will Smith",A24
NF9265,Saving Private Ryan,Animation,1995,183,7.0,9.6,1065909,Martin Scorsese,United Kingdom,Hindi,43641959.0,969240776.0,2020-09-17,R,"Adam Driver, Lupita Nyong'o, Leonardo DiCaprio, Julia Roberts",Warner Bros.
NF1406,Se7En,Animation,1993,119,9.1,3.2,934293,James Cameron,Japan,German,162924340.0,120461332.0,2020-07-05,TV-14,"Michael B. Jordan, Lupita Nyong'o, Leonardo DiCaprio",Blumhouse Productions
NF3852,Moonlight,Thriller,2019,114,4.2,7.6,1154933,Alfred Hitchcock,South Korea,Hindi,136290744.0,1691053664.0,2019-06-20,NR,"Denzel Washington, Pedro Pascal",New Line Cinema
NF5183,Bad Boys For Life,Horror,2022,190,6.8,8.7,852667,Taika Waititi,United States,German,233304132.0,,2016-08-01,TV-14,"Meryl Streep, Dwayne Johnson",Apple TV+
NF3598,Spotlight,Action,2008,122,4.8,5.9,1024666,Ryan Coogler,Italy,Korean,121119613.0,1855199040.0,2019-08-13,TV-PG,,Amazon Studios
NF9884,Mad Max Fury Road,Romance,1993,159,8.1,6.2,779824,Christopher Nolan,Italy,French,115230300.0,,2015-12-12,TV-PG,,Legendary Pictures
NF1121,The Shape Of Water,Thriller,2016,137,6.8,5.5,1448177,James Cameron,India,Italian,164264583.0,,2022-11-24,PG,"Dwayne Johnson, Denzel Washington, Charlize Theron, Leonardo DiCaprio",DreamWorks Animation
NF8429,Licorice Pizza,Romance,1992,174,4.4,6.2,814060,James Gunn,Italy,English,140272574.0,481983662.0,2022-10-27,PG-13,"Ryan Reynolds, Jodie Foster",Amazon Studios
NF9259,Zack Snyder'S Justice League,Sci-Fi,1990,146,4.1,8.2,975148,Denis Villeneuve,Japan,Spanish,29422542.0,979230641.0,2019-04-23,NC-17,"Al Pacino, Natalie Portman",Walt Disney Pictures
NF8581,Malcolm & Marie,Fantasy,2017,126,4.8,3.0,84109,Jane Campion,United States,Japanese,187506501.0,971710438.0,2022-04-03,G,"Zendaya, Will Smith, Al Pacino, Viola Davis",
NF7974,Schindler'S List,Romance,2016,108,5.0,7.3,869000,Ridley Scott,United Kingdom,Japanese,14454832.0,835047695.0,2022-09-01,NC-17,"Oscar Isaac, Meryl Streep, Brad Pitt",Paramount Pictures
NF7800,Marriage Story,Romance,2010,196,7.8,8.8,254721,Darren Aronofsky,United Kingdom,German,37741239.0,,2020-12-24,PG-13,"Sandra Bullock, Lupita Nyong'o",Pixar Animation Studios
NF7813,The Favourite,Romance,2006,77,6.8,4.2,40862,Christopher Nolan,Germany,Korean,7781395.0,1638205934.0,2019-06-19,TV-14,"Robert De Niro, Charlize Theron, Pedro Pascal, Will Smith",Focus Features
NF4776,Cruella,Horror,1993,183,6.2,7.2,1995286,Quentin Tarantino,Germany,Italian,129650235.0,1262816408.0,2020-05-06,G,"Julia Roberts, Margot Robbie, Brad Pitt",Legendary Pictures
NF4971,Emily In Paris,Thriller,2021,85,6.6,6.3,1707172,Zack Snyder,South Korea,Hindi,228081452.0,1963169061.0,2017-12-04,TV-PG,"Sandra Bullock, Timothée Chalamet, Cate Blanchett, Margot Robbie",HBO Films
NF6992,Crip Camp,Sci-Fi,2020,137,6.8,8.6,1024666,Billy Wilder,India,French,204816830.0,1982483819.0,2023-03-06,NR,"Will Smith, Michael B. Jordan",20th Century Studios
NF8878,The Prestige,Animation,2002,137,8.0,9.3,1556593,Darren Aronofsky,India,French,247890988.0,,2024-03-07,NC-17,"Viola Davis, Oscar Isaac, Lupita Nyong'o, Denzel Washington",DC Films
NF8082,Tom And Jerry,Animation,1998,137,4.7,6.7,265028,Akira Kurosawa,France,Italian,154944101.0,424666426.0,2022-10-11,PG,"Lupita Nyong'o, Natalie Portman, Robert De Niro",Netflix Originals
NF5007,The White Tiger,Adventure,2013,182,7.9,3.3,1757929,Peter Jackson,India,Hindi,238371917.0,1450085358.0,2021-03-13,TV-14,"Natalie Portman, Meryl Streep, Oscar Isaac",Apple TV+
NF2246,No Country For Old Men,Romance,2007,148,5.7,6.6,1635196,Peter Jackson,Japan,Korean,54256101.0,,2021-02-11,TV-PG,"Angelina Jolie, Al Pacino",Apple TV+
NF8714,Ford V Ferrari,Thriller,2005,177,9.4,5.1,1837955,,Japan,German,231202901.0,414319558.0,2024-03-21,G,"Al Pacino, Ryan Reynolds, Morgan Freeman",Columbia Pictures
NF5819,The Favourite,Adventure,1996,76,5.9,9.6,899543,Wong Kar-wai,South Korea,English,68094418.0,,2018-08-05,NC-17,"Zendaya, Oscar Isaac",Legendary Pictures
NF7082,Green Book,Animation,1998,112,4.1,4.0,11849,Billy Wilder,Germany,French,16903497.0,1276681246.0,2017-02-12,R,"Leonardo DiCaprio, Sandra Bullock, Margot Robbie",DC Films
NF5004,The Prestige,Romance,1993,108,5.7,6.2,1395051,Jane Campion,India,Japanese,141519666.0,146662054.0,2023-10-17,R,"Zendaya, Brad Pitt, Scarlett Johansson, Natalie Portman",HBO Films
NF5761,The Trial Of The Chicago 7,Thriller,1990,197,4.3,5.9,1571726,Wes Anderson,Japan,English,206111314.0,29500723.0,2019-02-23,NC-17,"Ryan Reynolds, Oscar Isaac, Dwayne Johnson, Chris Evans",Amazon Studios
NF1764,Spencer,Romance,2024,137,5.8,9.7,1024666,Denis Villeneuve,France,Spanish,86342601.0,1818335476.0,2018-02-14,NC-17,"Robert De Niro, Will Smith",DreamWorks Animation
NF4939,The Shape Of Water,Animation,2008,200,5.5,4.4,1024666,Alfred Hitchcock,Italy,Italian,33009126.0,630390255.0,2021-12-27,PG,"Will Smith, Angelina Jolie, Timothée Chalamet, Chris Evans",20th Century Studios
NF6318,Halloween Kills,Fantasy,2019,177,6.1,3.1,726482,Greta Gerwig,Italy,German,69136959.0,1418939214.0,2024-02-21,TV-MA,"Will Smith, Lupita Nyong'o",A24
NF2743,On The Record,Romance,2017,100,4.9,4.1,780133,Peter Jackson,Japan,German,28300612.0,1242601492.0,2015-04-19,PG-13,"Tom Hanks, Julia Roberts",New Line Cinema
NF1586,Mulan,Romance,2024,172,7.0,4.3,948026,Francis Ford Coppola,United Kingdom,Italian,132696725.0,322044479.0,2024-10-14,PG-13,"Natalie Portman, Sandra Bullock",Universal Pictures
NF3106,Otherhood,Sci-Fi,1991,124,4.1,6.5,1083945,Jordan Peele,France,Korean,135011742.0,804037523.0,2021-08-21,NR,,Paramount Pictures
NF6779,Collective,Drama,2021,179,5.9,7.5,1593234,Rian Johnson,United States,Spanish,174446978.0,1175718402.0,2015-07-22,G,"Al Pacino, Chris Evans",Walt Disney Pictures
NF4587,Last Night In Soho,Horror,2000,122,9.3,3.9,1992978,Martin Scorsese,United Kingdom,Korean,139723780.0,1150018795.0,2018-03-27,R,"Jodie Foster, Lupita Nyong'o, Charlize Theron",Pixar Animation Studios
NF3675,The Irishman,Animation,2014,195,9.4,6.4,467286,J.J. Abrams,United States,English,116516837.0,,2024-05-09,G,"Brad Pitt, Viola Davis",Focus Features
NF2299,Three Billboards Outside Ebbing Missouri,Horror,2018,91,8.7,6.4,915848,Guillermo del Toro,South Korea,Italian,223958859.0,,2020-05-12,TV-14,"Robert De Niro, Morgan Freeman, Ryan Reynolds",Lionsgate
NF2484,Boys State,Crime,2015,137,4.7,6.2,1699966,Zack Snyder,Japan,Italian,213893670.0,165033007.0,2022-01-18,NC-17,,Walt Disney Pictures
NF9156,Collective,Crime,2007,74,8.7,5.6,1666030,Spike Lee,India,French,20447070.0,107894231.0,2017-01-10,PG,"Leonardo DiCaprio, Ana de Armas, Angelina Jolie, Cate Blanchett",Apple TV+
NF8303,Black Widow,Horror,2016,162,5.2,4.7,87142,Billy Wilder,South Korea,English,148283052.0,1131835602.0,2018-09-12,TV-14,"Tom Hanks, Robert De Niro, Robert Downey Jr., Ryan Reynolds",Marvel Studios
NF5965,The Dark Knight,Sci-Fi,2014,194,6.7,6.7,1179235,Alfonso Cuaron,Japan,Hindi,101914298.0,757654425.0,2019-06-02,G,"Lupita Nyong'o, Viola Davis",
NF1905,Outer Banks,Action,2022,162,6.4,9.1,1687104,Jane Campion,Germany,French,61099765.0,1882028812.0,2024-10-02,TV-MA,"Brad Pitt, Michael B. Jordan",Warner Bros.
NF1608,Demon Slayer Mugen Train,Crime,2011,181,8.7,6.4,1024666,Wong Kar-wai,Japan,German,131292100.0,353882694.0,2019-06-11,PG,"Meryl Streep, Scarlett Johansson, Chris Evans",HBO Films
NF2404,Drive My Car,Thriller,2007,109,4.8,5.5,1977630,Billy Wilder,India,French,,1196216243.0,2023-09-14,PG,,DC Films
NF8251,Two Of Us,Comedy,1998,76,7.0,9.2,504964,Zack Snyder,Japan,Japanese,224432299.0,,2018-03-27,G,"Robert De Niro, Scarlett Johansson",DreamWorks Animation
NF6025,Boys State,Thriller,2001,128,8.1,5.6,1819840,Rian Johnson,France,Korean,140802639.0,1748000206.0,2019-11-07,TV-MA,"Oscar Isaac, Dwayne Johnson, Leonardo DiCaprio, Adam Driver",
NF6798,The Trial Of The Chicago 7,Crime,2024,162,9.5,4.1,1331597,Tim Burton,France,Japanese,108108484.0,1934889608.0,2023-07-16,PG-13,"Dwayne Johnson, Leonardo DiCaprio, Cate Blanchett, Robert Downey Jr.",HBO Films
NF5512,Mortal Kombat,Adventure,1993,137,7.8,4.6,438273,David Lynch,India,Korean,60060142.0,1730860131.0,2016-02-04,TV-PG,"Ana de Armas, Robert De Niro, Denzel Washington, Sandra Bullock",Paramount Pictures
NF3051,Black Swan,Documentary,1991,170,8.5,6.5,1496940,Peter Jackson,Germany,French,187120595.0,1191355928.0,2022-06-04,R,"Jodie Foster, Brad Pitt, Robert Downey Jr., Meryl Streep",Walt Disney Pictures
NF2122,Extraction,Comedy,2010,97,6.3,9.5,1736418,Chloé Zhao,France,Japanese,243906648.0,141183686.0,2016-09-03,PG-13,"Leonardo DiCaprio, Ana de Armas, Morgan Freeman, Sandra Bullock",Walt Disney Pictures
NF7044,A Boy Called Christmas,Comedy,2010,113,4.1,3.4,101485,Jane Campion,France,German,75467863.0,977085148.0,2017-12-04,PG-13,,Legendary Pictures
NF9647,Titane,Romance,2023,104,7.5,3.8,777226,Greta Gerwig,United States,English,156419023.0,1725144674.0,2019-05-19,G,"Adam Driver, Robert Downey Jr., Jodie Foster, Timothée Chalamet",New Line Cinema
NF7607,Passing,Documentary,2010,137,6.8,7.4,817851,Francis Ford Coppola,France,Hindi,235344895.0,539408985.0,2023-07-20,PG,"Angelina Jolie, Viola Davis",Amazon Studios
NF6297,Vice,Comedy,2017,190,4.6,5.6,995152,David Lynch,South Korea,French,170626307.0,1527707512.0,2017-07-18,NC-17,,Blumhouse Productions
NF4563,The Dark Knight,Adventure,2010,137,5.0,9.4,1001893,Patty Jenkins,Japan,English,209010335.0,1785065892.0,2022-06-03,PG,"Cate Blanchett, Ana de Armas, Pedro Pascal, Lupita Nyong'o",Columbia Pictures
NF3773,Forrest Gump,Animation,1992,129,8.2,3.8,1990173,Tim Burton,India,English,30370958.0,1011973483.0,2015-06-07,R,"Robert Downey Jr., Pedro Pascal",Columbia Pictures
NF5047,Roma,Romance,2023,102,6.3,3.7,230182,Chloé Zhao,United Kingdom,Hindi,144114148.0,,2018-05-04,TV-MA,"Sandra Bullock, Ryan Reynolds",Lionsgate
NF7216,The Irishman,Action,2005,86,6.1,5.6,1518812,Greta Gerwig,United Kingdom,Hindi,98907028.0,558143146.0,2022-03-06,NR,,Amazon Studios
NF9092,The Unforgivable,Documentary,2024,151,6.3,6.2,799230,David Lynch,Italy,Spanish,,221124183.0,2015-10-12,G,"Cate Blanchett, Ana de Armas",20th Century Studios
NF9053,No Time To Die,Comedy,2006,177,8.0,8.0,490549,Paul Thomas Anderson,Germany,German,48071220.0,683948204.0,2021-01-11,TV-PG,"Tom Hanks, Oscar Isaac, Florence Pugh, Timothée Chalamet",Walt Disney Pictures
NF5796,Hell Or High Water,Romance,2018,137,5.1,6.2,1878522,Stanley Kubrick,United States,Japanese,83786226.0,681881260.0,2015-12-09,G,"Robert Downey Jr., Leonardo DiCaprio",Paramount Pictures
NF8513,Greyhound,Thriller,2011,190,4.9,3.2,509033,J.J. Abrams,Japan,German,77321344.0,572548567.0,2017-11-15,NR,"Natalie Portman, Timothée Chalamet",Blumhouse Productions
NF5102,The Mitchells Vs The Machines,Horror,1999,137,5.5,3.1,1614888,Taika Waititi,France,Spanish,160611953.0,620692631.0,2015-03-13,NR,"Cate Blanchett, Oscar Isaac, Robert Downey Jr.",Columbia Pictures
NF1530,The Lost Daughter,Romance,1994,105,7.6,3.8,1046671,Ryan Coogler,United Kingdom,Hindi,164749531.0,1968223462.0,2022-04-04,PG,"Julia Roberts, Adam Driver, Brad Pitt",A24
NF5987,The Irishman,Adventure,1992,137,8.6,4.4,808072,Ridley Scott,France,French,101042983.0,1544445240.0,2017-07-09,PG-13,"Tom Hanks, Robert Downey Jr., Robert De Niro",Legendary Pictures
NF3132,Dunkirk,Action,1990,79,6.8,8.0,1542790,Akira Kurosawa,South Korea,Japanese,,1283981896.0,2023-10-19,TV-MA,"Brad Pitt, Angelina Jolie",A24
NF2812,The Matrix,Adventure,2001,184,4.4,8.9,314721,David Lynch,Germany,Hindi,40402711.0,559731813.0,2017-08-08,TV-14,"Timothée Chalamet, Florence Pugh, Margot Robbie, Cate Blanchett",Universal Pictures
NF5167,Outside The Wire,Fantasy,2001,71,6.7,7.3,415911,Park Chan-wook,France,Japanese,,122849728.0,2017-06-15,NC-17,"Margot Robbie, Denzel Washington, Charlize Theron",Blumhouse Productions
NF3378,A Castle For Christmas,Horror,2010,137,5.9,7.2,571763,Sofia Coppola,United Kingdom,Japanese,201582560.0,1442972468.0,2024-04-17,PG-13,"Leonardo DiCaprio, Cate Blanchett, Zendaya",Walt Disney Pictures
NF6734,Call Me By Your Name,Comedy,2007,137,6.8,8.2,1007986,Alfonso Cuaron,Japan,German,46845937.0,,2021-02-09,NR,"Morgan Freeman, Lupita Nyong'o, Meryl Streep",Focus Features
NF3921,Gladiator,Fantasy,2011,160,6.4,6.2,1869014,Alfonso Cuaron,India,Korean,113711529.0,1048479398.0,2021-01-21,TV-MA,"Denzel Washington, Brad Pitt",Universal Pictures
NF8292,Kate,Thriller,1991,120,6.9,8.9,1456609,Coen Brothers,Germany,French,174890511.0,1584110282.0,2017-01-17,R,"Chris Evans, Denzel Washington",Focus Features
NF2702,The Hand Of God,Romance,1996,167,5.7,6.2,1024666,Spike Lee,India,Korean,59783667.0,316856691.0,2016-07-12,PG-13,"Margot Robbie, Morgan Freeman, Will Smith, Sandra Bullock",Apple TV+
NF3802,Da 5 Bloods,Fantasy,2007,137,6.6,4.6,962214,Patty Jenkins,Italy,English,14944030.0,1701725508.0,2018-11-12,R,"Angelina Jolie, Viola Davis",20th Century Studios
NF3957,Joker,Animation,2003,137,5.3,4.5,1359413,David Lynch,Japan,Japanese,213112922.0,760783519.0,2015-09-21,G,"Denzel Washington, Will Smith, Meryl Streep",Focus Features
NF7459,Flee,Sci-Fi,2003,114,6.1,8.7,1830359,Coen Brothers,United Kingdom,Spanish,36947024.0,,2021-08-26,TV-14,"Julia Roberts, Ana de Armas, Florence Pugh, Adam Driver",Amazon Studios
NF3975,Room,Action,1994,153,7.6,4.1,488692,Park Chan-wook,United States,Italian,101193883.0,,2018-02-07,TV-14,"Will Smith, Michael B. Jordan",Walt Disney Pictures
NF7387,Holidate,Romance,1992,117,7.7,7.6,1815118,Martin Scorsese,Italy,Japanese,75604922.0,1101716477.0,2024-09-17,G,"Angelina Jolie, Lupita Nyong'o",DreamWorks Animation
NF9562,The Lost Daughter,Romance,2020,173,7.7,9.6,1144445,Darren Aronofsky,Germany,Spanish,4237884.0,463329727.0,2024-08-08,TV-MA,"Natalie Portman, Morgan Freeman",Amazon Studios
NF9771,Fear Street Part Two 1978,Crime,2004,189,6.5,7.0,359428,Martin Scorsese,United States,Italian,,1543858984.0,2019-10-09,G,"Oscar Isaac, Florence Pugh, Al Pacino, Timothée Chalamet",Legendary Pictures
NF3895,Raya And The Last Dragon,Documentary,2019,141,6.8,6.9,1615661,Steven Spielberg,India,Hindi,208068469.0,1577457605.0,2023-09-01,PG-13,"Timothée Chalamet, Al Pacino, Denzel Washington",DC Films
NF5913,The Conjuring The Devil Made Me Do It,Thriller,2001,137,8.4,4.9,1202602,Guillermo del Toro,United States,Japanese,186693291.0,288676447.0,2021-01-07,TV-MA,"Lupita Nyong'o, Florence Pugh",Paramount Pictures
NF5448,Nomadland,Thriller,2009,125,6.1,6.2,194304,Greta Gerwig,Italy,Spanish,130281011.0,1124582484.0,2019-06-05,PG,"Al Pacino, Will Smith, Meryl Streep, Ana de Armas",DreamWorks Animation
NF2329,Army Of The Dead,Drama,2022,84,6.0,8.7,965848,Steven Spielberg,Japan,Spanish,216370924.0,776781502.0,2015-05-19,NC-17,"Meryl Streep, Adam Driver, Florence Pugh",Netflix Originals
NF3104,Spiral,Action,2003,137,4.5,5.1,1024666,Tim Burton,United States,French,81572492.0,338937029.0,2018-02-27,G,"Morgan Freeman, Cate Blanchett, Will Smith, Sandra Bullock",Pixar Animation Studios
NF4343,The Lovebirds,Drama,2008,147,7.3,5.7,719305,Paul Thomas Anderson,Japan,Korean,10866806.0,1691023110.0,2017-02-11,TV-14,"Al Pacino, Natalie Portman, Florence Pugh",20th Century Studios
NF8476,Spotlight,Romance,2013,179,4.7,6.1,1154508,Alfred Hitchcock,South Korea,Hindi,22771349.0,1083985939.0,2017-07-27,NR,"Morgan Freeman, Scarlett Johansson",Netflix Originals
NF3332,Venom Let There Be Carnage,Thriller,2017,137,8.2,6.2,1663257,Patty Jenkins,Italy,French,,22159796.0,2016-02-20,R,"Viola Davis, Tom Hanks",Apple TV+
NF7058,The Green Mile,Fantasy,2023,78,4.8,4.0,866114,Spike Lee,Italy,Spanish,226477834.0,1379345209.0,2019-02-02,TV-14,"Dwayne Johnson, Pedro Pascal, Scarlett Johansson",Marvel Studios
NF8448,Green Book,Animation,2019,175,8.3,9.4,1064532,Alfred Hitchcock,India,Hindi,1616035.0,890353653.0,2015-01-01,TV-MA,"Natalie Portman, Charlize Theron, Jodie Foster, Florence Pugh",Marvel Studios
NF4637,Cast Away,Thriller,2014,71,7.4,4.0,1024666,,India,German,115589386.0,1003623527.0,2015-08-21,G,"Jodie Foster, Ana de Armas, Natalie Portman, Pedro Pascal",Focus Features
NF9415,Bad Boys For Life,Adventure,2014,88,4.0,8.3,86113,Christopher Nolan,United States,English,36043131.0,363613248.0,2021-09-27,G,"Angelina Jolie, Meryl Streep, Robert De Niro",Paramount Pictures
NF1737,Licorice Pizza,Sci-Fi,2008,98,6.0,6.1,99347,Jane Campion,France,Spanish,96422916.0,1848278469.0,2022-03-22,TV-14,"Oscar Isaac, Ana de Armas",Lionsgate
NF6977,American History X,Documentary,2018,146,7.7,8.9,513357,Peter Jackson,India,Hindi,194517908.0,838269490.0,2016-07-08,TV-MA,"Charlize Theron, Pedro Pascal",Lionsgate
NF8268,Ascension,Action,2019,147,8.4,4.2,981030,Akira Kurosawa,France,Japanese,21901939.0,1171366799.0,2018-12-03,TV-PG,"Adam Driver, Chris Evans, Florence Pugh, Ana de Armas",Apple TV+
NF4089,Malcolm & Marie,Romance,2014,112,4.9,6.2,246454,James Cameron,France,Hindi,179134293.0,,2020-11-18,NC-17,"Morgan Freeman, Angelina Jolie, Meryl Streep, Oscar Isaac",Focus Features
NF9861,Da 5 Bloods,Fantasy,2005,135,4.1,6.2,341725,Martin Scorsese,Japan,Korean,95766369.0,915607391.0,2024-07-20,PG,"Jodie Foster, Will Smith, Sandra Bullock, Brad Pitt",A24
NF2267,Coming 2 America,Crime,1991,137,6.9,6.2,1001728,David Lynch,Japan,Japanese,13819116.0,460571623.0,2021-09-03,NR,"Jodie Foster, Robert De Niro, Ryan Reynolds, Meryl Streep",Amazon Studios
NF9012,Army Of Thieves,Fantasy,2015,198,8.5,6.2,1662539,Martin Scorsese,South Korea,English,,922798658.0,2024-01-12,NC-17,"Oscar Isaac, Brad Pitt, Florence Pugh",Columbia Pictures
NF3643,Shang-Chi And The Legend Of The Ten Rings,Documentary,2013,158,5.0,6.6,1024666,Guillermo del Toro,Japan,Italian,175429599.0,1081696982.0,2019-02-24,NR,"Timothée Chalamet, Leonardo DiCaprio, Morgan Freeman",HBO Films
NF9527,Free Guy,Sci-Fi,2007,125,4.3,8.5,1072257,Park Chan-wook,United Kingdom,Spanish,109434439.0,1111779953.0,2015-01-09,TV-MA,,20th Century Studios
